Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
-0.9,-0.06,-0.47,107.17,18.9,27.44
-0.9,-0.04,-0.49,101.78,17.57,26.04
-0.88,-0.03,-0.5,96.32,19.25,23.59
-0.85,-0.05,-0.5,94.15,21.21,21.35
-0.83,-0.07,-0.49,97.65,23.66,19.67
-0.84,-0.08,-0.49,100.8,22.19,18.55
-0.78,-0.07,-0.42,100.87,18.2,19.6
-0.92,-0.04,-0.36,91.14,17.29,15.05
-0.89,-0.07,-0.38,85.75,14.98,11.83
-0.95,-0.04,-0.38,75.18,11.69,6.16
-0.96,-0.1,-0.39,69.65,10.15,-0.77
-0.93,-0.14,-0.4,69.3,10.71,-6.3
-0.87,-0.23,-0.4,75.88,15.05,-9.24
-0.83,-0.26,-0.41,82.25,19.18,-10.08
-0.8,-0.28,-0.4,81.34,22.05,-12.6
-0.79,-0.31,-0.38,75.39,23.66,-15.19
-0.79,-0.31,-0.41,66.78,18.83,-18.83
-0.79,-0.32,-0.4,54.67,14.91,-21.77
-0.8,-0.34,-0.35,49.56,15.96,-24.43
-0.85,-0.36,-0.3,49.77,20.37,-24.71
-0.95,-0.35,-0.25,50.19,23.73,-24.92
-1,-0.39,-0.32,64.68,23.52,-23.94
-1,-0.34,-0.32,76.93,22.4,-22.47
-0.98,-0.31,-0.33,83.44,20.09,-21.49
-0.96,-0.28,-0.39,84.35,17.71,-20.72
-0.97,-0.24,-0.45,81.48,18.06,-19.81
-0.99,-0.18,-0.45,79.17,17.01,-18.06
-1,-0.14,-0.42,78.12,14.14,-16.24
-1.02,-0.1,-0.4,79.87,12.53,-13.51
-1.03,-0.07,-0.37,80.57,11.76,-10.78
-1.06,-0.05,-0.33,81.27,11.41,-7.35
-1.08,-0.04,-0.29,83.72,10.92,-3.78
-1.08,-0.04,-0.27,88.06,8.19,0.07
-1.09,-0.01,-0.23,90.72,5.46,3.57
-1.12,0.03,-0.23,91.7,2.59,10.5
-1.22,0.12,-0.25,86.8,-2.94,18.13
-1.37,0.25,-0.28,73.64,-8.75,26.53
-1.51,0.34,-0.21,56.91,-14.91,52.92
-1.56,0.32,-0.03,48.65,-20.86,48.37
-1.55,0.31,0.11,48.16,-32.27,61.88
-1.52,0.37,0.03,45.01,-52.01,75.67
-1.45,0.3,-0.16,31.22,-76.3,89.53
-1.34,0.23,-0.4,11.13,-89.18,101.64
-1.27,0.02,-0.56,-1.54,-88.76,115.43
-1.3,-0.44,-0.5,-0.63,-90.09,134.54
-1.33,-0.77,-0.49,10.64,-88.55,142.66
-1.34,-1.03,-0.45,16.31,-76.37,145.74
-1.31,-1.07,-0.43,19.18,-56.91,149.52
-1.33,-1,-0.46,25.69,-44.24,157.29
-1.23,-0.78,-0.58,20.09,-39.41,161.7
-1.12,-0.71,-0.49,25.55,-31.43,162.89
-1.14,-0.57,-0.43,27.3,-37.24,160.72
-1.11,-0.42,-0.34,20.3,-36.96,157.43
-1.13,-0.38,-0.34,3.36,-34.65,152.95
-1.23,-0.53,-0.29,13.23,-40.88,156.17
-1.25,-0.51,-0.24,37.66,-53.13,159.81
-1.24,-0.4,-0.2,43.54,-55.09,162.12
-1.14,-0.38,-0.17,43.4,-49.63,161.21
-1.06,-0.38,-0.21,49.21,-43.54,158.9
-0.98,-0.33,-0.23,50.75,-39.69,159.81
-0.97,-0.24,-0.28,44.8,-39.69,162.89
-0.94,-0.17,-0.29,40.6,-53.76,166.74
-1.02,-0.03,-0.23,24.08,-47.46,160.79
-1,0.04,-0.19,13.58,-52.43,158.76
-1.16,0.13,-0.11,-9.94,-68.74,142.1
-1.12,0.17,-0.11,-42.98,-74.41,126.63
-1.06,0.09,-0.16,-58.73,-75.6,114.1
-0.99,-0.12,-0.23,-59.92,-76.72,104.93
-0.91,-0.18,-0.26,-65.66,-77.07,97.37
-0.81,-0.24,-0.27,-68.11,-77.63,90.58
-0.7,-0.27,-0.29,-65.8,-75.6,82.6
-0.57,-0.24,-0.29,-53.06,-69.51,79.1
-0.5,-0.18,-0.26,-42.56,-63.07,79.87
-0.48,-0.06,-0.18,-40.32,-59.08,80.29
-0.48,0.05,-0.08,-40.74,-53.27,78.75
-0.49,0.1,0,-39.2,-46.41,75.81
-0.53,0.18,0.04,-38.15,-40.53,72.17
-0.58,0.22,0.09,-33.88,-34.16,69.58
-0.67,0.27,0.14,-27.16,-30.03,65.24
-0.78,0.34,0.19,-19.74,-30.24,59.78
-0.87,0.4,0.21,-18.48,-33.39,54.18
-0.93,0.46,0.22,-21.63,-37.45,47.46
-1,0.5,0.24,-29.12,-45.57,37.38
-1,0.49,0.25,-40.32,-51.73,27.79
-0.95,0.48,0.25,-45.43,-55.09,20.37
-0.87,0.45,0.22,-46.34,-55.16,15.19
-0.78,0.42,0.24,-42.35,-53.2,11.2
-0.67,0.39,0.24,-34.44,-50.61,9.31
-0.59,0.36,0.24,-28.07,-48.02,7.98
-0.51,0.33,0.22,-22.75,-44.52,8.12
-0.46,0.28,0.19,-18.76,-39.41,8.68
-0.43,0.24,0.18,-14.84,-32.48,8.96
-0.44,0.24,0.17,-11.13,-22.12,8.26
-0.46,0.26,0.17,-8.54,-16.03,4.83
-0.5,0.29,0.18,-9.38,-12.25,-1.68
-0.51,0.29,0.16,-11.62,-8.26,-9.8
-0.59,0.32,0.2,-12.04,-6.65,-17.5
-0.9,0.43,0.43,1.47,-20.93,-12.25
-1.25,0.79,0.65,25.41,-25.62,22.82
-1.55,1.25,0.54,31.78,32.27,50.61
-2.05,1.3,0.22,7.63,33.04,46.41
-2.06,0.94,-0.08,-20.44,9.94,14.21
-1.63,0.52,-0.05,-29.75,-9.31,-17.01
-1,0.34,0.08,-54.32,-21.49,-40.95
-0.45,0.09,0.14,-69.79,-23.94,-57.68
-0.1,-0.21,0.28,-67.13,-12.88,-64.61
-0.05,-0.33,0.38,-41.79,21.49,-59.01
-0.38,-0.16,0.1,10.71,50.19,-48.93
-0.83,0.2,-0.02,39.55,56.56,-38.43
-1.18,0.4,0.06,43.68,49,-39.62
-1.14,0.27,0.15,33.53,42,-45.22
-1.12,0.15,0.17,30.52,49.56,-48.3
-0.98,0.12,0.11,34.16,56.07,-50.89
-0.81,0.1,0.02,40.95,60.76,-51.1
-0.68,0.08,-0.06,50.47,64.68,-47.46
-0.6,0.07,-0.16,64.05,70.84,-37.66
-0.59,0.1,-0.21,78.05,76.09,-27.09
-0.65,0.14,-0.22,86.31,83.23,-19.53
-0.75,0.14,-0.24,92.33,83.93,-13.79
-0.82,0.13,-0.2,98.56,84.84,-10.36
-0.94,0.11,-0.21,102.97,85.19,-11.13
-1.04,0.09,-0.26,106.47,76.65,-12.46
-1.09,0.05,-0.25,108.5,69.02,-14.56
-1.14,0,-0.23,111.65,63.49,-17.78
-1.17,0,-0.23,113.26,59.92,-21
-1.2,0.02,-0.25,113.96,52.15,-24.43
-1.19,0.04,-0.28,109.83,42.7,-28.21
-1.17,0.03,-0.29,109.9,36.75,-30.8
-1.16,0.03,-0.32,110.88,32.34,-32.34
-1.15,0.01,-0.33,110.04,23.66,-35.21
-1.13,0.03,-0.33,111.44,17.64,-37.24
-1.13,0.04,-0.33,110.25,14.7,-39.76
-1.13,0.06,-0.35,108.78,12.53,-42.28
-1.13,0.08,-0.37,106.54,10.22,-44.66
-1.11,0.14,-0.37,102.76,7,-48.02
-1.09,0.18,-0.38,98.21,0.7,-52.01
-1.05,0.2,-0.38,97.44,-4.55,-56.21
-1.02,0.25,-0.39,92.68,-8.26,-60.48
-0.98,0.31,-0.4,83.51,-10.15,-64.47
-0.96,0.31,-0.38,75.18,-10.01,-67.48
-0.93,0.32,-0.39,66.5,-9.24,-68.6
-0.89,0.36,-0.43,50.89,-5.32,-68.53
-0.88,0.36,-0.42,37.1,-0.35,-71.82
-0.88,0.33,-0.35,31.43,1.4,-73.57
-0.9,0.29,-0.3,33.46,1.68,-74.2
-0.89,0.22,-0.3,38.78,4.69,-70.91
-0.91,0.26,-0.23,31.57,3.92,-69.3
-0.83,0.04,-0.35,54.81,1.61,-68.32
-0.8,0.1,-0.38,80.22,7,-56.98
-0.86,0.09,-0.37,98.56,12.25,-49.84
-0.88,0.12,-0.26,84.91,15.61,-45.85
-0.93,0.09,-0.23,41.51,18.76,-45.5
-0.94,0.04,-0.21,38.01,22.61,-42.91
-0.95,0.01,-0.16,38.64,23.8,-38.08
-0.98,0.01,-0.17,42.07,20.3,-37.1
-0.94,0.02,-0.28,39.41,20.3,-40.04
-0.92,0.03,-0.31,36.05,26.11,-38.29
-0.92,0.05,-0.31,35.28,27.3,-35.42
-0.92,0.06,-0.29,29.19,29.4,-33.6
-0.93,0.03,-0.29,27.51,29.89,-34.09
-0.93,-0.02,-0.28,29.47,29.12,-35.63
-0.93,-0.05,-0.29,31.08,27.37,-37.8
-0.92,-0.06,-0.29,31.08,25.2,-41.79
-0.89,-0.06,-0.29,28.42,23.03,-44.8
-0.9,-0.02,-0.3,23.94,23.66,-46.27
-0.92,0.02,-0.28,19.67,25.62,-47.6
-0.94,0.06,-0.26,14.98,26.39,-47.46
-0.96,0.1,-0.24,12.53,26.6,-47.04
-0.96,0.11,-0.22,12.46,27.44,-45.64
-0.97,0.1,-0.21,13.79,27.3,-44.59
-0.98,0.09,-0.18,16.03,25.34,-43.05
-1,0.05,-0.15,18.27,20.3,-41.86
-1.02,0,-0.16,20.3,11.27,-40.39
-1.02,-0.05,-0.22,24.36,4.41,-37.94
-1,-0.1,-0.31,33.67,1.61,-34.09
-0.97,-0.15,-0.38,37.45,3.57,-31.08
-0.98,-0.17,-0.45,33.53,5.53,-30.45
-1.03,-0.12,-0.53,21.42,4.69,-32.83
-1.11,-0.1,-0.58,7.14,3.78,-36.19
-1.17,-0.14,-0.58,-0.42,3.08,-39.48
-1.23,-0.24,-0.53,-6.16,3.78,-43.33
-1.31,-0.32,-0.49,-12.81,1.75,-46.2
-1.36,-0.36,-0.41,-19.6,-3.64,-47.74
-1.41,-0.35,-0.36,-17.57,-9.94,-47.53
-1.4,-0.33,-0.36,-10.57,-15.05,-44.1
-1.37,-0.3,-0.37,-0.77,-16.38,-35.35
-1.34,-0.28,-0.38,7.98,-16.38,-26.6
-1.36,-0.18,-0.36,11.97,-20.44,-16.17
-1.34,0,-0.28,13.02,-31.85,-0.98
-1.38,0.14,-0.13,4.9,-44.31,11.97
-1.45,0.28,0.04,-3.22,-55.02,26.11
-1.47,0.43,0.12,-8.47,-51.8,42
-1.49,0.54,0.05,-17.64,-40.32,55.23
-1.56,0.57,-0.1,-21.14,-34.16,67.69
-1.57,0.54,-0.22,-11.13,-42,81.13
-1.53,0.5,-0.31,1.68,-58.38,97.72
-1.44,0.45,-0.46,10.15,-71.61,112.84
-1.32,0.35,-0.62,9.45,-79.24,122.85
-1.18,0.27,-0.77,-1.54,-71.12,123.9
-1.32,0.07,-0.78,-10.01,-65.03,119.35
-1.38,-0.11,-0.7,-13.86,-75.88,116.69
-1.35,-0.23,-0.59,-23.59,-73.15,119.91
-1.32,-0.4,-0.52,-37.03,-49.28,124.88
-1.08,-0.48,-0.34,-52.99,-22.61,138.25
-1.24,-0.64,-0.1,-72.38,6.58,146.79
-1.25,-0.62,-0.12,-83.37,11.34,154.28
-1.02,-0.67,-0.31,-70.91,3.64,163.38
-0.98,-0.42,-0.6,-57.33,3.78,170.24
-0.96,-0.24,-0.57,-13.79,6.65,189.21
-1.01,0.12,-0.63,15.82,-2.03,195.65
-1.11,0.26,-0.5,17.57,-14.42,192.36
-1.09,0.29,-0.39,-10.22,-36.75,180.95
-1.09,0.35,-0.29,-54.46,-51.66,163.1
-1.04,0.38,-0.26,-89.11,-61.95,144.83
-0.98,0.36,-0.27,-115.57,-67.06,128.38
-0.93,0.28,-0.31,-142.1,-74.55,105.42
-0.86,0.17,-0.3,-159.88,-84.77,87.01
-0.79,0.08,-0.27,-172.48,-95.27,68.74
-0.7,-0.07,-0.2,-184.1,-103.67,50.26
-0.59,-0.23,-0.16,-189.84,-106.33,30.1
-0.46,-0.44,-0.13,-183.54,-107.59,20.51
-0.31,-0.51,-0.11,-172.62,-106.68,12.46
-0.16,-0.57,-0.07,-150.43,-98.77,7.63
-0.05,-0.54,-0.05,-133.35,-87.57,5.6
-0.01,-0.52,-0.01,-111.79,-77,6.3
0.03,-0.48,0.02,-87.15,-64.12,11.76
0.04,-0.34,0.06,-64.47,-48.44,15.05
-0.02,-0.21,0.11,-43.82,-29.4,18.83
-0.14,-0.03,0.11,-28.91,-15.33,19.39
-0.27,0.1,0.1,-19.53,-7.28,15.96
-0.36,0.19,0.08,-16.73,-2.52,9.94
-0.44,0.21,0.07,-16.17,2.17,3.29
-0.5,0.2,0.07,-15.33,6.37,-5.67
-0.54,0.11,0.09,-9.94,11.13,-11.69
-0.57,0.03,0.13,0.14,17.01,-17.29
-0.61,-0.04,0.18,10.99,21.63,-22.75
-0.63,-0.08,0.16,20.86,30.52,-29.05
-0.63,-0.11,0.14,30.24,37.1,-34.93
-0.66,-0.13,0.18,41.09,38.64,-38.15
-0.92,0.03,0.49,64.75,24.29,-26.04
-0.95,0.47,0.37,72.66,55.58,-10.71
-1.37,0.52,0.15,60.41,89.46,-9.31
-1.61,0.49,-0.06,46.69,75.46,-10.08
-1.72,0.49,-0.21,53.41,57.26,-8.33
-1.57,0.53,-0.07,50.05,38.57,-6.58
-1.34,0.46,0.1,36.68,43.4,-13.44
-1.17,0.37,0.06,29.96,43.82,-24.08
-0.98,0.28,-0.06,24.78,39.97,-32.34
-0.85,0.17,-0.08,26.6,42.35,-37.59
-0.85,0.11,-0.08,36.19,47.11,-38.92
-0.94,0.1,-0.08,45.71,51.94,-39.83
-0.98,0.16,-0.12,54.53,61.25,-37.8
-1.06,0.27,-0.18,64.75,71.4,-32.06
-1.17,0.38,-0.22,70.21,73.78,-27.79
-1.25,0.43,-0.28,63.63,66.57,-28
-1.23,0.39,-0.27,52.92,57.47,-32.76
-1.13,0.3,-0.22,44.1,54.74,-38.85
-1.03,0.22,-0.22,44.1,55.37,-44.31
-0.91,0.17,-0.26,48.02,54.25,-46.55
-0.86,0.16,-0.23,56.77,51.17,-44.94
-0.86,0.18,-0.15,61.53,51.45,-42.49
-0.89,0.2,-0.1,60.06,53.06,-41.09
-0.96,0.19,-0.1,58.31,50.05,-40.95
-1.02,0.16,-0.16,59.92,44.52,-40.95
-1.1,0.1,-0.21,63.28,34.23,-41.65
-1.16,0.07,-0.26,68.39,18.97,-42.63
-1.21,0.06,-0.32,69.79,8.75,-45.29
-1.24,0.04,-0.36,70.77,2.8,-46.9
-1.27,0.07,-0.42,66.57,-0.07,-48.51
-1.26,0.1,-0.44,62.37,-1.89,-50.33
-1.22,0.16,-0.43,55.51,-2.66,-52.64
-1.18,0.2,-0.4,49.28,-4.76,-56.35
-1.14,0.24,-0.37,35.7,-5.88,-62.02
-1.11,0.24,-0.33,23.45,-4.9,-67.55
-1.07,0.21,-0.32,17.15,-4.9,-72.59
-1.05,0.18,-0.31,15.89,-8.4,-75.04
-1.02,0.11,-0.29,17.5,-12.18,-78.68
-1,0.07,-0.26,18.69,-12.95,-81.76
-0.9,-0.1,-0.37,41.58,-6.16,-81.13
-0.78,-0.07,-0.44,68.6,9.03,-72.66
-0.74,-0.04,-0.41,68.53,7.07,-65.38
