 Accel_x, Accel_y, Accel_z, Gyr_x, Gyr_y, Gyr_z
-0.07,0.01,1.05,0.56,-3.78,0.14
-0.07,0.01,1.05,0.7,-3.71,0.28
-0.07,0.01,1.04,0.7,-3.99,0.35
-0.07,0.02,1.04,0.7,-3.99,0.14
-0.07,0.02,1.05,0.49,-3.78,0.14
-0.07,0.01,1.05,0.77,-3.92,0.35
-0.07,0.01,1.05,0.7,-3.92,0.49
-0.07,0.01,1.04,0.63,-3.92,0.35
-0.07,0.01,1.05,0.56,-3.85,0.28
-0.07,0.01,1.05,0.42,-3.85,0.28
-0.07,0.01,1.04,0.63,-3.64,0.21
-0.07,0.01,1.04,0.42,-3.85,0.21
-0.07,0.01,1.04,0.42,-3.85,0.21
-0.07,0.02,1.05,0.56,-3.85,0.28
-0.07,0.01,1.05,0.56,-3.92,0.21
-0.07,0.02,1.05,0.49,-3.78,0.35
-0.07,0.02,1.04,0.56,-3.92,0.35
-0.07,0.02,1.05,0.42,-3.78,0.14
-0.07,0.02,1.05,0.63,-3.78,0.35
-0.07,0.01,1.05,0.56,-3.71,0.28
-0.07,0.01,1.05,0.63,-3.85,0.14
-0.07,0.01,1.04,0.63,-3.85,0.21
-0.07,0.01,1.04,0.77,-3.85,0.28
-0.07,0.01,1.05,0.63,-4.06,0.14
-0.07,0.01,1.04,0.63,-3.78,0.28
-0.07,0.01,1.05,0.49,-3.71,0.21
-0.07,0.02,1.04,0.56,-3.85,0.28
-0.07,0.01,1.05,0.63,-3.92,0.35
-0.07,0.02,1.05,0.56,-3.92,0.28
-0.07,0.01,1.05,0.63,-3.64,0.21
-0.07,0.01,1.04,0.63,-3.85,0.21
-0.07,0.01,1.04,0.7,-3.92,0.35
-0.07,0.02,1.05,0.7,-3.92,0.28
-0.07,0.01,1.05,0.56,-3.92,0.35
-0.07,0.01,1.04,0.56,-3.85,0.14
-0.07,0.01,1.05,0.56,-3.71,0.07
-0.07,0.01,1.05,0.63,-3.78,0.28
-0.07,0.01,1.05,0.49,-3.85,0.21
-0.07,0.02,1.05,0.42,-3.85,0.21
-0.07,0.01,1.05,0.56,-3.92,0.35
-0.07,0.01,1.05,0.56,-3.71,0.28
-0.07,0.01,1.04,0.77,-3.64,0.21
-0.07,0.01,1.04,0.63,-3.92,0.35
-0.07,0.01,1.04,0.56,-3.85,0.28
-0.07,0.01,1.05,0.49,-3.92,0.28
-0.07,0.01,1.05,0.63,-3.85,0.42
-0.07,0.01,1.05,0.56,-3.85,0.35
-0.07,0.01,1.04,0.63,-3.99,0.49
-0.07,0.01,1.05,0.63,-4.06,0.42
-0.07,0.01,1.05,0.49,-3.78,0.21
-0.07,0.01,1.04,0.49,-3.99,0.35
-0.07,0.01,1.05,0.56,-3.92,0.35
-0.07,0.01,1.05,0.63,-3.92,0.35
-0.07,0.01,1.04,0.56,-3.71,0.14
-0.07,0.01,1.04,0.42,-4.06,0.35
-0.07,0.01,1.05,0.7,-4.06,0.49
-0.07,0.02,1.05,0.56,-3.85,0.28
-0.07,0.01,1.05,0.56,-3.57,0
-0.07,0.01,1.05,0.63,-4.06,0.28
-0.07,0.01,1.05,0.42,-3.78,0.07
-0.07,0.01,1.05,0.63,-3.78,0.35
-0.07,0.01,1.04,0.63,-4.06,0.49
-0.07,0.01,1.05,0.49,-3.99,0.42
-0.07,0.01,1.05,0.63,-3.85,0.21
-0.07,0.02,1.05,0.63,-3.78,0.28
-0.07,0.01,1.05,0.7,-3.71,0.14
-0.07,0.02,1.05,0.56,-3.78,0.21
-0.07,0.02,1.04,0.63,-3.85,0.21
-0.07,0.01,1.04,0.56,-3.78,0.21
-0.07,0.01,1.05,0.63,-3.99,0.21
-0.06,0.01,1.05,0.63,-3.85,0.28
-0.07,0.01,1.05,0.63,-3.78,0.21
-0.07,0.01,1.05,0.49,-3.92,0.35
-0.07,0.01,1.05,0.56,-3.99,0.21
-0.07,0.01,1.05,0.7,-4.06,0.35
-0.07,0.02,1.05,0.42,-3.92,0.42
-0.07,0.01,1.05,0.63,-3.78,0.28
-0.07,0.01,1.04,0.63,-3.78,0.28
-0.07,0.02,1.04,0.49,-3.99,0.21
-0.07,0.01,1.05,0.56,-3.99,0.07
-0.07,0.01,1.05,0.56,-3.71,0.28
-0.07,0.01,1.04,0.63,-3.78,0.42
-0.07,0.01,1.05,0.49,-3.99,0.42
-0.07,0.02,1.05,0.63,-3.99,0.35
-0.07,0.01,1.05,0.56,-3.71,0.28
-0.07,0.02,1.05,0.56,-3.85,0.49
-0.07,0.02,1.04,0.63,-4.06,0.42
-0.07,0.02,1.05,0.49,-3.85,0.28
-0.07,0.01,1.05,0.56,-3.92,0.28
-0.07,0.01,1.05,0.49,-4.06,0.21
-0.07,0.02,1.05,0.63,-3.99,0.21
-0.07,0.01,1.04,0.63,-3.64,0.07
-0.07,0.01,1.05,0.56,-3.78,0.21
-0.07,0.01,1.04,0.49,-4.13,0.35
-0.06,0.01,1.05,0.63,-3.85,0.42
-0.07,0.01,1.05,0.7,-3.78,0.14
-0.07,0.01,1.04,0.77,-3.99,0.42
-0.07,0.01,1.04,0.49,-4.13,0.42
-0.07,0.01,1.05,0.56,-3.92,0.42
-0.07,0.02,1.05,0.7,-3.71,0.35
-0.07,0.02,1.04,0.56,-3.78,0.35
-0.07,0.01,1.04,0.56,-3.85,0
-0.07,0.02,1.05,0.63,-4.06,0.35
-0.07,0.01,1.05,0.63,-3.78,0.28
-0.07,0.01,1.05,0.7,-3.57,0.21
-0.07,0.01,1.04,0.63,-3.92,0.42
-0.07,0.01,1.05,0.63,-3.78,0.14
-0.07,0.01,1.05,0.56,-3.99,0.49
-0.07,0.01,1.04,0.49,-3.71,0.14
-0.07,0.01,1.04,0.63,-3.85,0.35
-0.07,0.01,1.05,0.49,-3.85,0.35
-0.07,0.02,1.05,0.7,-3.92,0.21
-0.07,0.02,1.05,0.56,-3.71,0.28
-0.07,0.02,1.04,0.42,-3.92,0.42
-0.07,0.02,1.05,0.63,-3.99,0.28
-0.07,0.02,1.05,0.56,-3.85,0.35
-0.07,0.01,1.04,0.7,-3.78,0.14
-0.07,0.01,1.05,0.63,-4.06,0.42
-0.07,0.01,1.05,0.42,-3.71,0.14
-0.07,0.01,1.05,0.56,-3.71,0.21
-0.07,0.01,1.05,0.7,-4.06,0.35
-0.07,0.02,1.05,0.56,-3.99,-0.07
-0.07,0.01,1.05,0.56,-3.85,0.28
-0.07,0.01,1.05,0.56,-3.99,0.42
-0.07,0.02,1.05,0.49,-3.78,0.35
-0.07,0.01,1.04,0.56,-4.06,0.35
-0.07,0.01,1.05,0.63,-3.99,0.28
-0.07,0.01,1.04,0.56,-3.57,0.07
-0.07,0.01,1.04,0.63,-3.99,0.49
-0.07,0.02,1.05,0.42,-4.06,0.28
-0.07,0.01,1.04,0.49,-3.71,0.14
-0.07,0.01,1.04,0.56,-3.78,0.14
-0.07,0.01,1.05,0.7,-3.92,0.21
-0.07,0.01,1.05,0.56,-3.71,0.07
-0.07,0.01,1.04,0.63,-3.99,0.28
-0.07,0.01,1.05,0.56,-3.99,0.35
-0.07,0.01,1.05,0.56,-3.71,0.28
-0.07,0.01,1.05,0.63,-3.64,0.28
-0.07,0.01,1.05,0.63,-3.92,0.35
-0.07,0.01,1.05,0.56,-3.85,0.28
-0.07,0.01,1.05,0.56,-3.64,0.14
-0.07,0.01,1.05,0.56,-3.92,0.42
-0.07,0.01,1.04,0.56,-3.85,0.42
-0.07,0.01,1.05,0.63,-4.13,0.28
-0.07,0.01,1.05,0.63,-3.92,0.28
-0.07,0.01,1.05,0.56,-3.57,0.07
-0.07,0.01,1.04,0.42,-3.64,0.21
-0.07,0.01,1.04,0.42,-3.99,0.28
-0.07,0.01,1.05,0.49,-3.99,0.35
-0.07,0.02,1.05,0.56,-3.85,0.28
-0.07,0.01,1.04,0.49,-3.71,0.21
-0.07,0.01,1.04,0.63,-4.2,0.42
-0.07,0.01,1.05,0.49,-3.99,0.35
-0.07,0.02,1.05,0.56,-3.43,0.21
-0.07,0.01,1.04,0.7,-3.71,0.35
-0.07,0.01,1.04,0.63,-4.27,0.42
-0.07,0.01,1.05,0.56,-3.92,0.35
-0.06,0.01,1.05,0.84,-2.87,0.07
-0.07,0.01,1.04,0.63,-3.43,0.35
-0.07,0.01,1.04,0.56,-4.41,0.42
-0.07,0.01,1.05,0.63,-4.41,0.35
-0.07,0.02,1.05,0.7,-3.5,0.14
-0.07,0.01,1.04,0.63,-3.85,0.28
-0.07,0.01,1.04,0.77,-4.2,0.35
-0.06,0.01,1.05,0.56,-3.99,0.35
-0.07,0.01,1.05,0.7,-3.5,0.14
-0.07,0.01,1.04,0.63,-3.85,0.42
-0.07,0.02,1.04,0.49,-4.06,0.35
-0.07,0.01,1.05,0.56,-3.85,0.49
-0.07,0.01,1.05,0.63,-3.57,0.21
-0.07,0.01,1.04,0.63,-3.85,0.28
-0.07,0.01,1.05,0.63,-3.92,0.28
-0.07,0.01,1.05,0.63,-3.78,0.35
-0.07,0.01,1.05,0.35,-3.78,0.35
-0.07,0.01,1.05,0.56,-3.92,0.35
-0.07,0.01,1.04,0.49,-3.71,0.42
-0.07,0.01,1.05,0.77,-3.99,0.35
-0.07,0.02,1.05,0.63,-3.71,0.35
-0.07,0.02,1.05,0.49,-3.64,0.14
-0.07,0.01,1.04,0.49,-3.85,0.28
-0.07,0.01,1.05,0.56,-4.06,0.49
-0.07,0.01,1.05,0.56,-3.78,0.35
-0.07,0.02,1.04,0.63,-3.78,0.35
-0.07,0.01,1.05,0.42,-4.06,0.21
-0.07,0.01,1.05,0.56,-3.78,0.14
-0.07,0.01,1.05,0.56,-3.64,0.14
-0.07,0.01,1.05,0.63,-3.78,0.14
-0.07,0.01,1.05,0.7,-4.06,0.42
-0.07,0.01,1.05,0.7,-3.92,0.35
-0.07,0.02,1.05,0.63,-3.99,0.42
-0.07,0.01,1.05,0.63,-3.92,0.14
-0.07,0.01,1.04,0.49,-4.06,0.35
-0.07,0.01,1.05,0.49,-3.92,0.14
-0.07,0.01,1.04,0.49,-3.78,0.21
-0.07,0.01,1.04,0.56,-3.85,0.28
-0.07,0.01,1.05,0.49,-3.78,0.21
-0.07,0.01,1.05,0.7,-3.71,0.21
-0.07,0.01,1.04,0.56,-3.78,0.28
-0.07,0.01,1.05,0.63,-3.85,0.21
-0.07,0.01,1.05,0.63,-3.99,0.42
-0.07,0.01,1.04,0.7,-3.85,0.28
-0.07,0.02,1.05,0.56,-3.78,0.28
-0.07,0.01,1.04,0.49,-3.64,0.14
-0.07,0.01,1.05,0.56,-3.99,0.35
-0.07,0.02,1.05,0.49,-3.99,0.21
-0.07,0.01,1.05,0.56,-3.78,0.28
-0.07,0.01,1.04,0.63,-3.64,0.21
-0.07,0.01,1.05,0.49,-3.99,0.28
-0.07,0.01,1.05,0.7,-3.92,0.42
-0.07,0.01,1.05,0.56,-3.57,0.14
-0.07,0.02,1.05,0.7,-3.78,0.35
-0.07,0.01,1.05,0.49,-3.92,0.14
-0.07,0.01,1.04,0.63,-3.64,0.14
-0.07,0.01,1.04,0.63,-3.78,0.21
-0.07,0.01,1.04,0.63,-3.85,0.35
-0.07,0.01,1.04,0.49,-3.92,0.28
-0.07,0.01,1.05,0.63,-3.85,0.35
-0.07,0.01,1.04,0.56,-3.78,0.28
-0.07,0.01,1.04,0.63,-4.2,0.49
-0.07,0.01,1.05,0.63,-3.64,0.14
-0.07,0.01,1.05,0.63,-3.57,0.21
-0.07,0.01,1.04,0.49,-3.99,0.28
-0.07,0.01,1.05,0.63,-4.13,0.42
-0.07,0.02,1.05,0.49,-3.57,0.21
-0.07,0.02,1.04,0.56,-3.85,0.21
-0.07,0.02,1.04,0.63,-4.06,0.28
-0.07,0.01,1.05,0.56,-3.99,0.28
-0.07,0.01,1.05,0.56,-3.78,0.28
-0.07,0.01,1.04,0.49,-3.85,0.14
-0.07,0.01,1.05,0.7,-3.85,0.21
-0.07,0.01,1.05,0.49,-3.71,0.28
-0.07,0.02,1.05,0.56,-3.71,0.28
-0.07,0.01,1.04,0.63,-3.85,0.21
-0.07,0.01,1.04,0.63,-3.92,0.28
-0.07,0.01,1.04,0.63,-3.92,0.42
-0.07,0.01,1.05,0.56,-3.78,0.42
-0.07,0.01,1.04,0.56,-3.99,0.35
-0.07,0.01,1.05,0.63,-4.06,0.21
-0.07,0.01,1.05,0.63,-3.78,0.42
-0.07,0.01,1.05,0.56,-3.92,0.35
-0.07,0.01,1.05,0.56,-3.71,0.28
-0.07,0.01,1.05,0.56,-3.64,0.21
-0.07,0.01,1.05,0.49,-3.78,0.28
-0.07,0.01,1.04,0.63,-3.85,0.21
-0.07,0.01,1.05,0.56,-3.85,0.21
-0.07,0.01,1.05,0.63,-3.85,0.35
-0.07,0.02,1.05,0.56,-3.99,0.42
-0.07,0.02,1.04,0.56,-3.71,0.14
-0.07,0.02,1.04,0.63,-3.78,0.21
-0.07,0.02,1.05,0.49,-4.06,0.42
-0.07,0.01,1.05,0.63,-3.78,0.42
-0.07,0.01,1.04,0.7,-3.71,0.21
-0.07,0.01,1.04,0.7,-3.99,0.35
-0.07,0.01,1.05,0.49,-3.92,0.28
-0.07,0.01,1.05,0.49,-3.64,0.28
-0.07,0.01,1.05,0.49,-3.92,0.42
-0.07,0.02,1.05,0.7,-3.71,0.14
-0.07,0.01,1.05,0.7,-3.78,0.21
-0.07,0.01,1.04,0.63,-3.64,0.14
-0.07,0.01,1.04,0.63,-3.85,0.28
-0.07,0.01,1.04,0.63,-4.13,0.49
-0.07,0.01,1.04,0.49,-3.71,0.21
-0.07,0.01,1.05,0.56,-3.71,0.28
-0.07,0.01,1.05,0.56,-3.92,0.14
-0.07,0.01,1.05,0.63,-3.78,0.42
-0.07,0.01,1.05,0.56,-3.85,0.42
-0.07,0.01,1.05,0.7,-3.85,0.21
-0.07,0.01,1.05,0.56,-3.78,0.28
-0.07,0.02,1.04,0.63,-3.71,0.14
-0.07,0.01,1.05,0.63,-3.92,-0.07
-0.07,0.01,1.05,0.56,-3.85,0.35
-0.07,0.01,1.05,0.7,-3.85,0.14
-0.07,0.01,1.04,0.7,-3.71,0.14
-0.07,0.01,1.04,0.42,-4.06,0.49
-0.07,0.01,1.05,0.56,-4.13,0.28
-0.07,0.01,1.05,0.56,-3.85,0.49
-0.07,0.01,1.05,0.63,-3.57,0.14
-0.07,0.01,1.05,0.56,-3.99,0.35
-0.07,0.01,1.05,0.56,-3.71,0.14
-0.07,0.01,1.05,0.63,-3.71,0.28
-0.07,0.01,1.05,0.7,-3.92,0.28
-0.07,0.01,1.04,0.56,-3.78,0.21
-0.07,0.01,1.05,0.63,-3.78,0.35
-0.07,0.02,1.05,0.56,-3.92,0.28
-0.07,0.01,1.05,0.63,-3.85,0.35
-0.07,0.01,1.05,0.56,-3.92,0.35
-0.07,0.02,1.05,0.7,-3.85,0.35
-0.07,0.01,1.05,0.7,-3.92,0.35
-0.07,0.02,1.04,0.56,-3.99,0.28
-0.07,0.01,1.05,0.42,-3.85,0.21
-0.07,0.01,1.05,0.56,-3.78,0.21
-0.07,0.01,1.05,0.56,-3.92,0.21
-0.07,0.01,1.05,0.63,-3.92,0.14
-0.07,0.01,1.04,0.63,-3.85,0.49
-0.07,0.01,1.04,0.56,-3.99,0.14
-0.07,0.01,1.05,0.42,-3.78,0.28
-0.07,0.01,1.04,0.56,-3.71,0.14
-0.07,0.01,1.05,0.84,-3.99,0.35
-0.07,0.01,1.04,0.63,-3.92,0.28
-0.07,0.01,1.05,0.56,-3.99,0.28
-0.07,0.01,1.05,0.7,-4.06,0.28
-0.07,0.01,1.05,0.56,-3.78,0.35
-0.07,0.01,1.05,0.63,-3.92,0.28
-0.07,0.01,1.05,0.63,-3.85,0.28
-0.07,0.01,1.05,0.42,-3.78,0.35
-0.07,0.01,1.05,0.63,-4.13,0.42
-0.07,0.01,1.05,0.63,-3.99,0.28
-0.07,0.01,1.04,0.77,-3.99,0.35
-0.07,0.01,1.04,0.56,-3.99,0.28
-0.07,0.01,1.05,0.49,-3.85,0.21
-0.07,0.01,1.04,0.56,-3.78,0.28
-0.07,0.01,1.05,0.49,-3.92,0.21
-0.07,0.02,1.05,0.49,-3.92,0.14
-0.07,0.01,1.05,0.56,-3.92,0.28
-0.07,0.01,1.05,0.7,-3.78,0.28
-0.07,0.01,1.04,0.63,-3.85,0.28
-0.07,0.01,1.05,0.56,-3.85,0.35
-0.07,0.01,1.05,0.7,-3.78,0.35
-0.07,0.02,1.04,0.56,-3.78,0.35
-0.07,0.01,1.05,0.63,-3.99,0.35
-0.07,0.01,1.05,0.7,-3.71,0.28
-0.07,0.01,1.05,0.7,-3.71,0.28
-0.07,0.01,1.05,0.49,-3.92,0.07
-0.07,0.01,1.05,0.63,-3.78,0.21
-0.07,0.01,1.05,0.63,-3.78,0.28
-0.07,0.01,1.05,0.56,-3.99,0.42
-0.07,0.01,1.05,0.63,-3.99,0.49
-0.07,0.01,1.05,0.7,-3.92,0.35
-0.07,0.01,1.05,0.63,-3.85,0.42
-0.07,0.01,1.05,0.56,-3.85,0.14
-0.07,0.01,1.04,0.49,-3.92,0.35
-0.07,0.02,1.05,0.63,-3.85,0.28
-0.07,0.01,1.05,0.63,-3.85,0.21
-0.07,0.01,1.04,0.7,-3.92,0.28
-0.07,0.01,1.04,0.63,-3.92,0.42
-0.07,0.01,1.05,0.56,-3.71,0.35
-0.07,0.01,1.04,0.56,-3.92,0.35
-0.07,0.01,1.04,0.7,-3.78,0.42
-0.07,0.01,1.04,0.56,-3.78,0.35
-0.07,0.01,1.04,0.49,-3.71,0.14
-0.07,0.01,1.04,0.63,-4.06,0.35
-0.07,0.01,1.05,0.56,-3.92,0.28
-0.07,0.01,1.04,0.56,-3.92,0.35
-0.07,0.01,1.05,0.7,-3.99,0.14
-0.07,0.01,1.05,0.7,-3.92,0.42
-0.07,0.01,1.05,0.7,-3.78,0.28
-0.07,0.01,1.04,0.7,-3.78,0.35
-0.07,0.01,1.04,0.56,-3.99,0.42
-0.07,0.02,1.04,0.56,-3.78,0.28
-0.07,0.01,1.04,0.49,-3.71,0.35
-0.07,0.01,1.05,0.7,-4.06,0.42
-0.07,0.01,1.05,0.56,-3.92,0.28
-0.07,0.01,1.05,0.7,-3.78,0.21
-0.07,0.01,1.04,0.49,-3.85,0.21
-0.07,0.01,1.05,0.77,-4.06,0.49
-0.07,0.01,1.04,0.63,-4.13,0.56
-0.07,0.02,1.05,0.77,-3.92,0.35
-0.07,0.01,1.05,0.56,-3.78,0.21
-0.07,0.01,1.05,0.63,-3.78,0.28
-0.07,0.01,1.05,0.49,-3.92,0.28
-0.07,0.01,1.05,0.63,-3.57,0.14
-0.07,0.01,1.04,0.49,-3.71,0.21
-0.07,0.01,1.04,0.56,-3.99,0.35
-0.07,0.01,1.05,0.56,-3.92,0.49
-0.07,0.01,1.05,0.63,-3.85,0.21
-0.07,0.01,1.04,0.7,-3.71,0.21
-0.07,0.01,1.05,0.42,-3.92,0.35
-0.07,0.01,1.05,0.56,-4.06,0.21
-0.07,0.01,1.05,0.56,-3.78,0.42
-0.07,0.01,1.05,0.56,-3.71,0.21
-0.07,0.01,1.05,0.63,-3.92,0.21
-0.07,0.01,1.04,0.63,-3.85,0.21
-0.07,0.01,1.05,0.56,-3.99,0.14
-0.07,0.01,1.05,0.7,-3.78,0.35
-0.07,0.01,1.05,0.49,-3.92,0.21
-0.07,0.01,1.05,0.7,-3.78,0.21
-0.07,0.01,1.04,0.56,-3.85,0.14
-0.07,0.01,1.04,0.84,-3.92,0.14
-0.07,0.01,1.05,0.49,-3.92,0.35
-0.07,0.01,1.05,0.56,-3.92,0.28
-0.07,0.01,1.05,0.7,-3.78,0.28
-0.07,0.01,1.04,0.63,-3.92,0.28
-0.07,0.01,1.05,0.63,-4.06,0.21
-0.07,0.01,1.05,0.63,-3.71,0.35
-0.07,0.01,1.05,0.49,-3.64,0.07
-0.07,0.01,1.05,0.77,-4.06,0.35
-0.07,0.01,1.05,0.49,-3.85,0.21
-0.07,0.01,1.04,0.77,-3.85,0.28
-0.07,0.01,1.04,0.56,-3.92,0.28
-0.07,0.01,1.05,0.42,-3.92,0.21
-0.07,0.01,1.05,0.63,-3.64,0.28
-0.07,0.01,1.04,0.56,-3.78,0.21
-0.07,0.01,1.04,0.56,-3.92,0.28
-0.07,0.01,1.05,0.49,-3.92,0.21
-0.07,0.02,1.05,0.63,-3.78,0.35
-0.07,0.01,1.05,0.56,-3.78,0.42
-0.07,0.01,1.04,0.49,-3.92,0.28
-0.07,0.01,1.05,0.56,-3.71,0.28
-0.07,0.01,1.05,0.56,-3.78,0.28
-0.07,0.01,1.05,0.56,-3.92,0.28
-0.07,0.01,1.05,0.56,-3.99,0.14
-0.07,0.01,1.05,0.63,-3.71,0.28
-0.07,0.01,1.05,0.7,-3.64,0.28
-0.07,0.01,1.05,0.63,-3.85,0.35
-0.07,0.01,1.05,0.77,-3.92,0.28
-0.07,0.01,1.05,0.56,-3.85,0.28
-0.07,0.01,1.04,0.63,-3.92,0.42
-0.07,0.01,1.05,0.56,-3.92,0.28
-0.07,0.01,1.05,0.7,-3.99,0.49
-0.07,0.01,1.04,0.56,-3.85,0.21
-0.07,0.02,1.04,0.49,-4.06,0.21
-0.07,0.01,1.05,0.56,-3.92,0.28
-0.07,0.02,1.04,0.63,-3.64,0.35
-0.07,0.01,1.04,0.49,-3.85,0.35
-0.07,0.01,1.05,0.56,-3.92,0.42
-0.07,0.01,1.05,0.56,-3.78,0.28
-0.07,0.02,1.05,0.77,-3.57,0.35
-0.07,0.02,1.04,0.63,-3.85,0.28
-0.07,0.01,1.05,0.49,-4.06,0.35
-0.07,0.01,1.05,0.56,-3.78,0.07
-0.07,0.02,1.05,0.56,-3.64,0.35
-0.07,0.01,1.05,0.56,-4.06,0.21
-0.07,0.01,1.05,0.7,-3.99,0.35
-0.07,0.01,1.05,0.7,-3.78,0.28
-0.07,0.01,1.05,0.63,-3.71,0.21
-0.07,0.01,1.05,0.7,-4.13,0.28
-0.07,0.01,1.05,0.56,-3.92,0.35
-0.07,0.01,1.05,0.7,-3.92,0.28
-0.07,0.01,1.04,0.56,-3.71,0.28
-0.07,0.01,1.04,0.63,-3.92,0.28
-0.07,0.02,1.05,0.7,-3.92,0.35
-0.07,0.02,1.05,0.63,-3.78,0.21
-0.07,0.01,1.05,0.63,-3.85,0.42
-0.07,0.01,1.04,0.56,-3.85,0.35
-0.07,0.01,1.05,0.63,-4.06,0.14
-0.07,0.01,1.05,0.56,-3.64,0.14
-0.07,0.01,1.05,0.56,-3.71,0.21
-0.07,0.01,1.04,0.56,-3.92,0.21
-0.07,0.01,1.05,0.63,-3.85,0.42
-0.07,0.01,1.05,0.7,-3.71,0.28
-0.07,0.01,1.04,0.63,-3.78,0.28
-0.07,0.01,1.05,0.7,-3.78,0.07
-0.07,0.01,1.05,0.49,-3.64,0.07
-0.07,0.01,1.05,0.56,-3.78,0.28
-0.07,0.01,1.04,0.56,-3.92,0.21
-0.07,0.01,1.05,0.7,-4.2,0.35
-0.07,0.02,1.05,0.63,-4.06,0.63
-0.07,0.01,1.05,0.56,-3.78,0.35
-0.07,0.01,1.05,0.63,-3.78,0.28
-0.07,0.01,1.05,0.56,-3.92,0.28
-0.07,0.02,1.05,0.56,-3.64,0.21
-0.07,0.01,1.05,0.63,-3.71,0.21
-0.07,0.01,1.05,0.56,-3.78,0.28
-0.07,0.01,1.05,0.63,-3.85,0.14
-0.07,0.01,1.04,0.49,-3.92,0.21
-0.07,0.01,1.05,0.56,-3.71,0.21
-0.07,0.01,1.05,0.56,-3.78,0.35
-0.07,0.01,1.05,0.63,-3.57,0.28
-0.07,0.01,1.05,0.49,-4.06,0.28
-0.07,0.01,1.05,0.63,-4.34,0.28
-0.06,0.02,1.04,0.42,-3.43,0.21
-0.07,0.01,1.04,0.49,-3.57,0.28
-0.07,0.01,1.04,0.35,-4.2,0.14
-0.07,0.01,1.05,0.42,-3.99,0.28
-0.07,0.01,1.05,0.49,-3.43,0.21
-0.07,0.02,1.04,0.7,-3.64,0.21
-0.07,0.01,1.04,0.56,-4.27,0.35
-0.07,0.02,1.05,0.49,-4.13,0.35
-0.07,0.02,1.05,0.56,-3.36,-0.21
-0.07,0.01,1.04,0.7,-3.64,0.35
-0.07,0.01,1.04,0.56,-4.27,0.49
-0.06,0.01,1.05,0.56,-3.92,0.21
-0.07,0.02,1.05,0.56,-3.57,0
-0.07,0.01,1.05,0.7,-3.99,0.42
-0.07,0.01,1.05,0.56,-3.99,0.28
-0.07,0.02,1.05,0.56,-3.78,0.21
-0.07,0.01,1.05,0.7,-3.57,0.35
-0.07,0.01,1.05,0.63,-3.92,0.42
-0.07,0.01,1.05,0.7,-4.27,0.28
-0.07,0.02,1.05,0.49,-3.64,0.28
-0.07,0.01,1.04,0.63,-3.64,0.28
-0.07,0.01,1.04,0.49,-4.2,0.35
-0.07,0.02,1.05,0.56,-3.85,0.21
-0.07,0.01,1.04,0.63,-3.71,0.21
-0.07,0.01,1.05,0.7,-3.92,0.14
-0.07,0.02,1.04,0.63,-3.85,0.28
-0.07,0.02,1.05,0.49,-3.92,0.28
-0.07,0.01,1.05,0.63,-3.99,0.49
-0.07,0.01,1.05,0.56,-3.85,0.35
-0.07,0.01,1.05,0.56,-3.92,0.21
-0.07,0.01,1.05,0.77,-4.06,0.14
-0.07,0.01,1.05,0.63,-3.78,0.35
-0.07,0.02,1.04,0.49,-3.78,0.28
-0.07,0.01,1.05,0.49,-4.06,0.35
-0.07,0.01,1.05,0.63,-3.85,0.28
