 Accel_x, Accel_y, Accel_z, Gyr_x, Gyr_y, Gyr_z
-0.36,-0.49,0.79,-4.97,-10.22,11.9
-0.38,-0.51,0.79,-4.27,-9.24,10.36
-0.38,-0.53,0.79,-3.64,-7.91,8.26
-0.36,-0.54,0.8,-2.94,-6.23,5.81
-0.35,-0.54,0.83,-4.13,-2.17,4.76
-0.37,-0.53,0.83,-5.39,0.42,4.55
-0.37,-0.53,0.82,-1.68,1.82,4.34
-0.38,-0.53,0.81,2.03,1.75,4.41
-0.38,-0.53,0.8,3.92,1.96,4.97
-0.38,-0.52,0.8,3.71,2.73,6.3
-0.37,-0.49,0.8,2.94,3.64,7.77
-0.37,-0.48,0.82,0.7,6.02,9.38
-0.38,-0.47,0.84,-2.66,8.47,10.08
-0.39,-0.46,0.87,-5.32,9.31,10.99
-0.4,-0.45,0.88,-4.2,9.66,12.6
-0.43,-0.44,0.86,1.33,8.61,14.84
-0.43,-0.44,0.8,6.51,5.39,18.34
-0.43,-0.46,0.79,8.4,0.98,22.05
-0.46,-0.46,0.81,10.15,-2.94,27.93
-0.48,-0.47,0.83,7.21,-4.06,28.63
-0.48,-0.49,0.86,3.92,-5.46,30.24
-0.46,-0.49,0.88,2.8,-7.07,32.2
-0.46,-0.48,0.86,4.69,-9.1,35.7
-0.45,-0.47,0.82,8.12,-13.93,38.64
-0.46,-0.46,0.76,10.57,-13.93,39.48
-0.4,-0.5,0.76,6.16,-5.74,39.06
-0.41,-0.57,0.83,-4.41,0.21,38.92
-0.43,-0.61,0.93,-14.63,3.22,39.9
-0.44,-0.63,0.94,-20.51,8.26,41.02
-0.42,-0.6,0.91,-12.04,13.23,44.8
-0.44,-0.57,0.9,-7.84,15.33,44.8
-0.47,-0.55,0.92,-11.13,18.97,43.54
-0.51,-0.49,0.9,-11.83,19.81,44.66
-0.54,-0.46,0.88,-11.62,17.64,46.97
-0.56,-0.5,0.89,-8.54,18.76,49.14
-0.61,-0.55,0.87,-6.93,21,48.51
-0.62,-0.57,0.86,-3.99,20.02,45.99
-0.63,-0.53,0.89,3.71,17.08,45.64
-0.64,-0.46,1.02,8.89,15.82,46.69
-0.62,-0.37,1.01,6.86,18.76,47.46
-0.65,-0.3,0.98,4.69,16.87,49.63
-0.7,-0.28,0.99,10.92,13.37,50.89
-0.73,-0.25,1.01,13.37,9.31,52.92
-0.75,-0.2,0.99,14.7,4.41,55.93
-0.72,-0.18,0.98,12.67,1.89,56.91
-0.69,-0.16,0.98,10.08,1.19,58.52
-0.67,-0.15,0.98,8.4,-0.56,60.83
-0.65,-0.15,0.97,3.99,-0.84,62.79
-0.64,-0.15,0.95,-4.41,1.61,69.02
-0.64,-0.15,0.9,-10.01,2.24,72.52
-0.63,-0.15,0.88,-13.02,1.89,74.48
-0.61,-0.17,0.87,-15.89,3.43,75.46
-0.63,-0.18,0.84,-18.9,4.27,76.37
-0.65,-0.21,0.83,-21.07,3.5,76.65
-0.65,-0.17,0.8,-26.25,4.48,79.03
-0.64,-0.16,0.81,-30.31,4.41,82.32
-0.63,-0.19,0.82,-32.76,4.06,83.09
-0.65,-0.19,0.83,-30.52,3.64,82.25
-0.65,-0.22,0.79,-28.91,6.51,79.94
-0.63,-0.23,0.73,-23.66,11.97,77.84
-0.61,-0.24,0.74,-20.72,14.07,75.53
-0.61,-0.31,0.75,-21.63,14.35,72.66
-0.61,-0.31,0.75,-21.21,18.13,71.75
-0.62,-0.31,0.74,-18.13,21.28,69.37
-0.62,-0.32,0.76,-11.55,23.31,68.04
-0.61,-0.29,0.79,-9.87,24.64,64.12
-0.59,-0.29,0.76,-10.57,26.67,60.13
-0.58,-0.25,0.73,-12.46,29.61,58.94
-0.57,-0.26,0.68,-7.98,33.18,57.54
-0.57,-0.24,0.67,-6.3,35.77,57.82
-0.58,-0.18,0.67,-6.44,39.2,54.6
-0.61,-0.17,0.66,-6.58,43.47,53.06
-0.61,-0.11,0.67,-9.66,47.95,46.76
-0.62,-0.09,0.65,-18.62,53.34,43.05
-0.63,-0.11,0.57,-28.35,62.65,36.82
-0.64,-0.08,0.54,-33.53,72.38,34.58
-0.66,-0.07,0.53,-37.87,79.73,29.61
-0.73,-0.08,0.55,-41.16,81.76,27.79
-0.77,-0.1,0.48,-48.3,86.66,27.65
-0.84,-0.12,0.43,-48.51,88.41,30.24
-0.87,-0.12,0.45,-46.13,87.22,31.71
-0.9,-0.08,0.45,-42.98,81.83,32.9
-0.96,-0.09,0.41,-46.48,77.14,33.95
-0.95,-0.09,0.36,-46.48,74.9,31.5
-0.92,-0.08,0.33,-48.58,74.41,27.02
-0.91,-0.07,0.32,-52.78,74.83,24.85
-0.93,-0.08,0.29,-52.64,75.74,22.89
-0.97,-0.1,0.26,-50.82,75.25,25.13
-1.01,-0.15,0.24,-51.24,73.5,24.71
-1.03,-0.18,0.23,-53.06,70.56,25.34
-1.02,-0.2,0.22,-51.87,68.6,25.13
-0.98,-0.23,0.21,-49.07,65.59,24.85
-0.95,-0.23,0.21,-44.38,59.64,24.85
-0.93,-0.19,0.2,-40.39,56.49,25.13
-0.95,-0.16,0.2,-36.05,54.95,26.25
-0.95,-0.17,0.16,-33.25,53.9,26.88
-0.97,-0.13,0.2,-31.85,52.92,26.74
-0.95,-0.1,0.22,-33.88,52.29,25.48
-0.93,-0.07,0.25,-36.33,43.19,24.29
-0.93,-0.04,0.29,-40.25,39.48,24.15
-0.94,-0.02,0.28,-42.07,41.51,23.66
-0.96,-0.02,0.29,-45.64,40.95,23.31
-0.97,-0.07,0.23,-48.51,37.52,22.68
-0.97,-0.13,0.21,-45.36,34.02,21.98
-0.97,-0.15,0.18,-41.44,32.55,22.68
-1.03,-0.18,0.23,-34.51,27.09,24.57
-1.05,-0.2,0.26,-29.61,18.34,27.23
-1,-0.14,0.33,-39.48,13.09,29.33
-0.96,-0.14,0.3,-46.27,12.53,29.26
-0.92,-0.09,0.28,-57.05,11.48,26.95
-0.86,-0.08,0.28,-63.77,9.8,23.8
-0.85,-0.13,0.19,-61.18,4.27,18.69
-0.83,-0.18,0.11,-59.5,8.68,15.96
-0.87,-0.26,0.14,-56.14,20.58,16.1
-0.97,-0.26,0.19,-60.06,24.78,17.71
-1.01,-0.33,0.13,-64.96,22.33,22.12
-1.04,-0.35,0.17,-65.03,23.1,22.68
-1.12,-0.28,0.18,-63.21,16.45,20.09
-1.2,-0.21,0.15,-59.36,8.4,16.24
-1.12,-0.24,0.1,-46.62,0.77,14.56
-1,-0.27,0.08,-24.29,-5.95,17.57
-0.95,-0.19,0.2,-21.07,-6.02,20.44
-0.96,-0.29,0.13,-15.75,-2.66,23.94
-0.99,-0.38,0.12,-10.99,4.06,25.41
-1.01,-0.44,0.05,0.7,6.58,24.15
-0.97,-0.49,0.04,24.36,9.31,22.54
-0.95,-0.42,0.11,43.26,6.86,18.27
-0.87,-0.38,0.06,53.34,10.15,18.34
-0.87,-0.32,0.07,61.11,12.32,19.04
-0.9,-0.25,0.1,66.22,13.58,21.98
-0.96,-0.21,0.12,71.47,13.09,25.83
-0.99,-0.17,0.17,72.52,12.88,28.49
-1.02,-0.13,0.15,67.55,9.45,32.83
-1.02,-0.15,0.14,67.34,4.69,35.77
-0.98,-0.11,0.11,66.22,3.71,40.18
-0.97,-0.05,0.13,67.97,4.27,44.94
-0.96,0,0.19,68.46,3.85,48.93
-0.94,0.03,0.2,64.75,3.64,50.75
-0.96,-0.02,0.16,63.84,1.47,50.61
-0.96,-0.03,0.13,59.15,0.28,48.86
-0.93,-0.1,0.12,53.9,2.38,45.85
-0.94,-0.16,0.1,49.98,5.11,43.89
-0.99,-0.17,0.1,45.71,11.34,42.28
-1,-0.17,0.08,38.5,14.91,40.74
-0.9,-0.14,0.09,36.26,16.31,43.19
-0.83,-0.08,0.05,33.25,16.24,46.9
-0.87,-0.05,0.06,31.01,14.63,48.72
-0.95,-0.08,-0.03,34.58,11.2,44.87
-1,-0.09,0.03,45.64,7.21,39.41
-1.04,-0.07,0.03,51.8,6.37,34.65
-1.03,-0.05,-0.02,60.2,5.88,37.38
-0.99,0.04,-0.04,63.91,6.79,38.99
-0.96,0.02,-0.07,69.09,5.39,43.33
-0.96,0.01,-0.08,79.03,0.91,50.4
-0.97,-0.01,-0.13,83.37,-1.82,51.31
-0.98,-0.02,-0.14,82.88,0.49,49.77
-1.11,0.04,-0.25,77.63,2.73,44.73
-1.16,0.13,-0.18,78.75,2.52,32.97
-1.28,0.21,-0.09,87.92,-4.97,19.25
-1.43,0.26,0.03,91.77,-19.6,8.75
-1.47,0.31,0.23,87.08,-37.31,-4.13
-1.53,0.4,0.48,89.25,-64.68,-14.49
-1.61,0.58,0.7,82.6,-76.93,-20.23
-1.61,0.57,0.64,45.29,-98.56,-20.37
-1.4,0.35,0.4,22.75,-104.51,-19.74
-1.31,0.13,0.23,9.73,-106.68,-21.35
-1.27,-0.04,0.15,6.93,-115.78,-25.97
-1.28,-0.2,0.09,13.93,-128.94,-35.56
-1.27,-0.24,0.05,21.42,-142.03,-46.27
-1.28,-0.22,0.01,27.93,-152.53,-60.83
-1.12,-0.11,0.05,40.46,-146.44,-73.5
-1.05,-0.02,0.1,60.48,-137.76,-84.28
-1,0.18,0.12,79.31,-126.21,-89.67
-1.1,0.36,0.09,81.69,-124.18,-93.17
-1.02,0.41,0.05,83.09,-120.89,-92.05
-0.92,0.38,0.04,77.91,-110.25,-88.83
-0.89,0.25,0.08,62.44,-100.24,-89.39
-0.89,0.13,0.18,42.56,-88.76,-94.43
-0.97,0.05,0.19,32.27,-79.1,-98.14
-1.01,0.06,0.24,23.31,-64.47,-100.59
-1.05,0.11,0.2,11.62,-49.63,-97.58
-1.02,0.08,0.16,10.78,-39.97,-103.53
-0.84,0.12,0.16,11.41,-30.59,-94.64
-0.71,0.09,0.1,15.82,-20.3,-76.44
-0.7,0.13,0.02,41.93,-15.89,-68.39
-0.7,0.08,0.1,60.34,6.23,-69.79
-0.71,0.12,0.13,64.19,7.42,-56
-0.7,0.07,0.08,70.77,5.67,-42.98
-0.65,0.08,0.1,77.77,8.61,-28.28
-0.61,0.11,0.11,79.73,14.63,-15.12
-0.57,0.12,0.11,82.25,24.64,-0.98
-0.56,0.15,0.12,84.42,37.24,14.14
-0.55,0.19,0.16,80.15,51.03,25.41
-0.56,0.24,0.23,77,61.18,34.79
-0.6,0.3,0.3,78.12,64.68,39.62
-0.7,0.26,0.36,87.99,57.68,41.23
-0.82,0.21,0.47,106.12,42.42,40.67
-0.94,0.2,0.55,128.87,27.37,40.46
-1.04,0.16,0.62,157.15,7.91,38.22
-1.13,0.04,0.62,176.26,-1.82,26.32
-1.2,0.01,0.65,145.74,-7.49,15.68
-1.25,-0.2,0.67,77.98,-10.92,-2.87
-1.13,-0.29,0.49,19.6,-2.52,-15.26
-0.97,-0.2,0.29,-53.9,-1.26,-19.25
-0.77,-0.17,0.17,-80.01,5.46,-29.61
-0.57,-0.08,0.11,-76.51,16.66,-27.44
-0.69,0.08,0.18,-27.02,27.37,-20.44
-0.84,0.15,0.25,33.6,44.03,-14.63
-0.93,0.2,0.13,50.61,74.13,-14.21
-0.96,0.37,0.14,70.35,98.84,-4.13
-1.66,0.62,0.2,63.56,62.23,13.51
-1.96,0.39,0.1,44.66,38.71,12.67
-1.69,0.33,0.39,38.29,23.66,-1.12
-1.23,0.24,0.43,35.84,-6.65,-7.14
-0.92,0.44,0.3,13.3,-10.36,6.72
-0.73,0.98,0.15,23.8,9.66,17.64
-0.62,0.96,0.1,17.64,23.03,23.87
-0.53,0.72,-0.02,12.32,39.34,28.7
-0.53,0.48,-0.15,12.46,53.34,33.74
-0.91,0.27,0,13.65,56.14,31.43
-1.24,0.08,-0.04,-6.37,53.69,26.11
-1.38,-0.03,-0.14,-32.62,45.43,22.4
-1.19,-0.21,-0.1,-49.49,32.9,18.83
-0.99,-0.16,-0.06,-39.27,26.88,19.67
-0.94,-0.05,-0.03,-19.25,27.09,19.39
-0.93,0.03,-0.04,-1.54,30.38,16.73
-0.92,0.12,0.01,4.48,33.04,15.61
-0.93,0.2,0.06,-6.51,32.41,19.11
-0.94,0.18,0.05,-18.55,27.58,26.04
-0.96,0.16,0.03,-21.7,24.43,29.19
-0.94,0.17,0.03,-20.16,25.76,29.33
-0.91,0.16,0.01,-22.68,28,28.91
-0.88,0.14,0.04,-27.44,31.08,28.28
-0.91,0.11,0.08,-31.71,32.9,27.16
-1,0.07,0.09,-34.65,32.76,26.25
-1.09,0.01,0.09,-33.6,30.52,25.27
-1.18,-0.05,0.11,-28.35,24.71,25.41
-1.2,-0.08,0.13,-23.73,19.53,26.32
-1.23,-0.07,0.16,-19.11,13.65,28
-1.17,-0.02,0.16,-16.24,8.4,29.33
-1.05,0.01,0.16,-13.72,3.43,29.61
-0.94,0.02,0.13,-11.41,1.26,27.44
-0.93,0.03,0.13,-11.55,1.68,24.92
-0.96,0.02,0.15,-12.88,3.71,21.42
-1.02,0.02,0.14,-14.14,5.32,17.92
-1.03,0.01,0.14,-14.77,7,15.47
-1.01,-0.02,0.15,-13.02,5.88,13.3
-1.01,-0.04,0.15,-11.13,4.9,9.38
-1,-0.07,0.13,-7.77,2.8,4.9
-0.98,-0.08,0.14,-3.92,1.12,0.14
-0.97,-0.07,0.14,-2.1,-0.56,-2.8
-0.99,-0.04,0.12,-2.87,-1.96,-7.14
-1.04,-0.01,0.11,-5.25,-5.32,-11.83
-1.16,0.04,0.1,-8.47,-9.24,-17.71
-1.24,0.07,0.06,-13.3,-14.91,-21.7
-1.24,0.07,0.07,-12.95,-27.93,-25.48
-1.23,0.06,0.15,-6.86,-41.79,-30.17
-1.27,0.13,0.29,-3.01,-53.83,-35.35
-1.37,0.24,0.39,-3.43,-68.74,-40.53
-1.43,0.33,0.49,-9.66,-80.08,-46.2
-1.42,0.39,0.52,-34.37,-95.83,-52.78
-1.39,0.4,0.5,-24.85,-109.97,-59.15
-1.32,0.35,0.44,-32.06,-127.4,-67.06
-1.21,0.24,0.35,-37.52,-142.24,-72.31
-1.09,0.15,0.26,-43.54,-148.89,-72.94
-1.06,0.04,0.21,-46.9,-155.68,-71.96
-1.06,-0.04,0.21,-49.63,-156.66,-75.32
-1.05,0,0.29,-58.03,-151.83,-80.92
-1.16,-0.04,0.36,-59.92,-139.58,-84.84
-1.1,0.01,0.43,-56.28,-110.18,-88.34
-1.06,0.2,0.37,-58.94,-91.84,-83.51
-0.92,0.24,0.27,-34.23,-76.02,-75.25
-0.87,0.29,0.23,7.21,-68.67,-70.98
-0.82,0.19,0.19,23.87,-62.93,-67.62
-0.77,0.1,0.21,24.22,-50.61,-58.03
-0.78,0.06,0.24,16.03,-38.78,-52.15
-0.82,0.01,0.31,-2.17,-29.89,-49.07
-0.84,-0.09,0.39,-6.51,-25.13,-50.47
-0.85,-0.1,0.41,-9.24,-23.38,-50.96
-0.84,-0.13,0.37,-6.72,-18.13,-53.97
-0.8,-0.09,0.34,-5.67,-11.83,-54.11
-0.75,-0.09,0.28,3.43,-2.59,-54.25
-0.72,-0.05,0.24,12.6,2.73,-50.75
-0.7,-0.03,0.22,24.22,7,-47.95
-0.69,0,0.23,30.52,10.08,-43.12
-0.68,0.01,0.25,31.71,15.12,-38.43
-0.69,0.01,0.27,31.22,20.65,-33.88
-0.72,0.01,0.28,28.14,25.06,-26.04
-0.75,0,0.32,27.79,26.53,-18.13
-0.76,-0.01,0.35,31.99,25.34,-11.76
-0.76,-0.03,0.39,41.44,21,-5.32
-0.71,-0.02,0.44,69.44,16.24,1.96
-0.67,-0.01,0.48,65.03,13.23,9.31
-0.63,-0.01,0.5,74.83,11.83,15.82
-0.63,-0.01,0.48,79.94,12.25,23.59
-0.67,-0.02,0.45,81.48,12.95,28.14
-0.7,-0.02,0.43,79.59,13.16,31.22
-0.69,-0.01,0.43,79.03,13.09,32.2
-0.69,-0.03,0.44,80.71,12.04,33.81
-0.67,-0.09,0.45,84.28,11.34,36.4
-0.68,-0.15,0.48,89.81,10.92,41.23
-0.74,-0.19,0.53,100.03,9.59,46.13
-0.83,-0.25,0.59,109.48,5.46,47.67
-0.97,-0.23,0.66,118.79,-0.77,45.78
-1.08,-0.22,0.76,125.93,-8.89,40.53
-1.23,-0.24,0.88,127.19,-19.88,28.84
-1.43,-0.38,0.94,103.32,-29.47,13.72
-1.42,-0.53,0.92,70.49,-32.41,-6.16
-1.21,-0.52,0.83,40.67,-28.14,-21.21
-1,-0.41,0.7,30.31,-20.72,-34.58
-0.81,-0.3,0.58,26.46,-16.45,-38.36
-0.67,-0.18,0.45,31.29,-9.66,-42.07
-0.63,-0.04,0.39,35.42,-1.96,-38.99
-0.74,0.12,0.33,42.63,6.23,-30.1
-0.91,0.23,0.32,54.18,14.77,-23.87
-0.94,0.37,0.36,66.08,16.87,-17.85
-1.01,0.5,0.6,78.96,7.56,-14.91
-1.13,0.47,0.92,90.02,-5.39,-16.38
-1.35,0.28,1.2,96.32,-22.47,-23.45
-1.67,0.16,1.16,59.5,-32.13,-31.92
-2.13,0,0.44,-1.26,-18.06,-51.03
-2,0.06,-0.02,-15.96,-10.01,-57.33
-1.2,0.25,0.04,-1.26,-14.63,-49.07
-0.35,0.36,0.21,14.49,-10.43,-38.92
-0.08,0.45,0.35,25.69,3.78,-16.59
-0.24,0.41,0.16,27.58,16.38,6.93
-0.41,0.34,-0.08,26.04,53.55,28.56
-0.72,0.38,-0.18,31.71,60.9,37.87
-1.05,0.45,-0.07,43.75,68.88,40.39
-1.22,0.36,0,41.72,67.27,44.73
-1.31,0.21,-0.05,23.87,62.65,42.7
-1.17,0.25,0.11,8.89,64.26,37.1
-1.05,0.29,0.09,4.83,61.53,27.58
-1,0.24,0.16,4.55,54.95,21.84
-0.98,0.23,0.15,0.07,48.79,18.76
-1.03,0.2,0.09,-2.38,43.89,17.5
-1.08,0.23,0.04,-7.77,41.02,17.01
-1.07,0.2,0.02,-9.31,41.16,15.05
-1,0.18,0.05,-18.48,42.49,14
-0.95,0.2,0.1,-30.52,45.99,11.83
-0.95,0.23,0.11,-41.72,45.43,9.87
-0.95,0.28,0.16,-52.08,42.77,10.29
-0.97,0.28,0.19,-60.55,38.85,12.88
-0.99,0.29,0.21,-65.87,35.35,17.15
-1.02,0.23,0.2,-68.88,34.37,20.72
-1.06,0.14,0.21,-65.1,34.23,25.2
-1.13,0.1,0.27,-60.9,33.04,27.37
-1.09,0.01,0.2,-61.88,32.27,30.03
-0.97,-0.09,0.1,-48.02,31.71,33.67
-0.98,-0.14,0.05,-31.15,27.93,32.2
-0.96,-0.13,0.02,-18.34,24.29,27.79
-0.95,-0.16,-0.03,-0.91,18.9,24.5
-1,-0.15,0.01,14.21,15.54,21.98
-1.01,-0.07,0.05,19.25,15.75,19.67
-1.03,0,0.12,15.75,17.15,17.08
-1.02,0.03,0.17,9.17,21.7,14.63
-1.04,0.11,0.2,-1.19,26.53,12.04
-1.05,0.15,0.22,-12.53,28.77,11.34
-1.03,0.2,0.22,-21.07,32.41,10.29
-0.94,0.22,0.21,-34.09,39.76,15.61
-0.93,0.18,0.22,-40.25,37.38,17.64
-0.92,0.1,0.18,-39.55,35.14,21
-0.94,0,0.08,-32.9,32.55,24.08
-0.97,-0.06,0.03,-23.94,27.93,26.88
-0.98,-0.16,0.01,-9.03,22.96,28.77
-1.01,-0.26,0.01,4.83,22.68,28.63
-1.05,-0.3,0.05,10.08,22.54,29.05
-1.08,-0.33,0.09,10.57,26.53,26.81
-1.09,-0.32,0.13,9.03,28.42,24.43
-1.09,-0.27,0.15,9.03,28.14,22.12
