Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
-1,0.22,-0.54,-56.35,7.63,-95.62
-0.79,0.11,-0.42,-38.92,12.88,-89.67
-0.72,0.06,-0.36,-28.21,22.26,-80.15
-0.75,-0.09,-0.41,-14.42,23.94,-69.93
-0.79,-0.29,-0.37,3.22,26.81,-63.91
-0.87,-0.37,-0.36,20.72,27.86,-61.81
-0.91,-0.42,-0.31,24.29,30.31,-66.57
-0.95,-0.45,-0.26,19.88,31.29,-73.08
-0.92,-0.42,-0.25,18.41,31.43,-76.65
-0.89,-0.32,-0.26,15.68,32.2,-78.26
-0.85,-0.19,-0.25,10.64,30.45,-78.75
-0.85,-0.12,-0.25,3.78,26.88,-79.17
-0.92,-0.05,-0.3,-11.76,18.76,-82.32
-0.91,0,-0.29,-28.14,16.45,-87.43
-0.93,-0.05,-0.28,-34.3,20.72,-90.72
-0.94,-0.05,-0.26,-35.42,27.3,-90.93
-0.96,-0.05,-0.23,-36.19,32.97,-89.67
-0.94,-0.06,-0.25,-36.75,32.55,-86.31
-0.92,-0.08,-0.25,-37.03,29.33,-82.11
-0.85,-0.15,-0.28,-31.85,24.36,-77.56
-0.81,-0.19,-0.29,-33.46,18.2,-72.45
-0.83,-0.23,-0.29,-35.56,13.37,-69.65
-0.86,-0.24,-0.28,-34.79,12.67,-65.87
-0.92,-0.24,-0.27,-31.78,13.09,-61.04
-0.98,-0.23,-0.27,-24.71,13.65,-59.64
-0.99,-0.22,-0.29,-13.93,14.07,-59.64
-0.95,-0.22,-0.32,-6.79,14.21,-59.92
-0.9,-0.23,-0.36,-3.22,15.54,-61.32
-0.84,-0.25,-0.38,-4.13,17.5,-65.45
-0.79,-0.29,-0.38,-9.73,17.5,-70
-0.78,-0.29,-0.37,-15.61,14.98,-73.29
-0.82,-0.28,-0.35,-18.41,12.32,-74.48
-0.9,-0.3,-0.37,-17.99,11.2,-75.18
-0.96,-0.32,-0.41,-14.98,10.85,-75.39
-1,-0.34,-0.44,-12.32,9.38,-73.92
-1.02,-0.29,-0.45,-15.33,6.65,-71.33
-1.05,-0.14,-0.38,-12.46,5.95,-65.03
-1.04,-0.23,-0.24,-15.4,9.38,-59.5
-1.07,-0.28,-0.15,-12.04,18.76,-52.71
-1.13,-0.35,-0.15,17.43,16.03,-43.05
-1.11,-0.35,-0.3,11.48,10.57,-36.05
-1.1,-0.36,-0.36,19.18,3.92,-36.4
-1.12,-0.36,-0.37,28.07,-10.15,-37.17
-1.14,-0.31,-0.37,29.54,-16.1,-36.12
-1.22,-0.2,-0.41,31.99,-20.09,-31.15
-1.33,-0.06,-0.44,34.02,-25.83,-25.76
-1.44,0.15,-0.47,31.43,-37.73,-20.02
-1.51,0.39,-0.45,17.85,-52.01,-15.12
-1.51,0.55,-0.45,-5.25,-76.79,-10.08
-1.42,0.53,-0.29,-29.47,-85.75,-2.66
-1.46,0.43,-0.09,-53.34,-99.4,9.24
-1.48,0.26,-0.12,-59.99,-120.54,26.25
-1.27,0.1,-0.31,-60.27,-125.23,53.06
-1.12,0.06,-0.55,-71.75,-119.49,67.13
-0.92,0.02,-0.66,-86.87,-117.11,76.09
-0.81,-0.06,-0.69,-99.75,-115.71,84.91
-0.78,-0.12,-0.68,-106.4,-113.47,92.26
-0.81,-0.12,-0.69,-117.39,-105.98,99.4
-0.92,-0.15,-0.71,-127.89,-98.91,107.59
-1.07,-0.29,-0.69,-130.62,-96.04,114.73
-1.18,-0.43,-0.67,-134.82,-92.19,119.35
-1.27,-0.6,-0.66,-138.6,-84,121.1
-1.35,-0.75,-0.72,-137.69,-80.85,127.4
-1.4,-0.83,-0.74,-130.55,-80.15,132.51
-1.33,-0.83,-0.74,-124.46,-77.07,138.46
-1.21,-0.81,-0.71,-114.31,-69.72,145.95
-1.08,-0.77,-0.74,-104.23,-57.68,151.34
-1.02,-0.67,-0.77,-91.91,-47.18,150.92
-1.01,-0.55,-0.76,-80.99,-42.7,147.77
-1.06,-0.38,-0.65,-78.05,-44.87,143.29
-1.1,-0.33,-0.52,-78.68,-45.29,142.24
-1.08,-0.23,-0.44,-82.95,-40.74,139.72
-1.07,-0.22,-0.44,-82.88,-36.68,133.49
-0.98,-0.29,-0.45,-85.82,-35.14,128.03
-0.94,-0.39,-0.42,-89.88,-42.21,119.63
-0.85,-0.51,-0.42,-87.43,-38.64,117.74
-0.84,-0.49,-0.46,-86.66,-38.01,116.06
-0.8,-0.51,-0.47,-85.47,-37.03,112.7
-0.79,-0.5,-0.42,-79.03,-33.81,110.25
-0.8,-0.47,-0.4,-73.08,-28.14,108.29
-0.8,-0.45,-0.37,-65.03,-18.55,106.89
-0.78,-0.38,-0.34,-62.86,-10.99,102.13
-0.73,-0.36,-0.32,-63.7,-5.32,91.84
-0.66,-0.23,-0.3,-71.89,-1.33,80.29
-0.6,-0.15,-0.29,-86.03,1.4,66.78
-0.55,-0.08,-0.26,-95.9,-0.07,52.99
-0.51,-0.05,-0.23,-102.9,-1.05,36.89
-0.46,-0.04,-0.19,-113.05,2.03,18.06
-0.42,-0.08,-0.18,-119.42,4.13,-5.74
-0.39,-0.15,-0.14,-117.32,4.41,-19.88
-0.36,-0.21,-0.11,-108.85,5.81,-28.42
-0.33,-0.27,-0.12,-96.25,9.59,-32.97
-0.33,-0.3,-0.13,-81.69,14.42,-35
-0.35,-0.31,-0.15,-67.13,19.32,-37.1
-0.38,-0.31,-0.16,-53.34,22.96,-38.5
-0.42,-0.3,-0.16,-40.18,24.5,-40.25
-0.45,-0.3,-0.14,-26.32,24.43,-39.76
-0.47,-0.28,-0.11,-17.78,24.78,-36.96
-0.5,-0.27,-0.08,-9.73,27.09,-34.37
-0.51,-0.13,-0.05,-3.5,29.4,-34.86
-0.55,-0.22,-0.03,1.96,30.66,-37.1
-0.56,-0.19,-0.01,5.18,30.45,-39.69
-0.59,-0.14,0.01,6.23,32.83,-41.58
-0.63,-0.08,0.02,6.09,35.98,-43.82
-0.69,-0.02,0.02,6.72,37.45,-44.73
-0.75,0.06,0,4.13,38.01,-47.32
-0.84,0.19,-0.02,-4.06,36.61,-52.64
-0.92,0.29,-0.06,-15.89,32.06,-58.94
-1.03,0.38,-0.11,-25.97,23.38,-63.49
-1.07,0.47,-0.18,-37.03,14.77,-67.55
-1.09,0.49,-0.26,-46.48,6.02,-71.12
-1.06,0.44,-0.29,-48.79,-1.4,-70.42
-1.01,0.36,-0.26,-48.93,-5.18,-66.5
-0.99,0.23,-0.2,-48.3,-3.15,-64.26
-0.96,0.11,-0.12,-49.21,4.55,-63.56
-0.94,0,-0.06,-55.79,9.59,-63.98
-0.88,-0.05,-0.02,-61.32,11.76,-64.96
-0.87,-0.06,0.01,-67.2,14.63,-67.41
-0.83,-0.13,0.03,-70.07,19.18,-66.85
-0.78,-0.2,0.05,-71.05,22.75,-63.98
-0.8,-0.26,0.01,-59.85,28.28,-59.22
-0.82,-0.35,0.12,-43.05,36.82,-55.16
-0.9,-0.36,0.1,-31.71,47.81,-52.64
-1.09,-0.14,0.23,-28.7,64.61,-32.97
-1.49,-0.2,0.26,-15.82,86.52,-16.45
-2.12,-0.3,-0.02,7.77,101.43,-12.25
-2.34,-0.31,-0.51,52.85,83.65,-19.95
-2.17,-0.23,-0.97,57.05,35.98,-19.88
-1.37,-0.03,-1.07,41.44,2.38,-0.49
-1.23,0.1,-0.8,4.27,29.75,27.51
-2.39,0.38,-0.49,-72.17,45.43,52.5
-3.33,0.75,-0.14,-56,40.46,79.52
-3.49,2.07,0.29,-17.36,13.3,80.5
-1.99,1.82,0.49,-61.32,-57.68,36.89
-0.97,-0.29,-0.54,-86.38,-88.55,22.75
-0.1,-0.96,-1.82,62.93,-83.58,33.18
0.71,-1.33,-1.89,137.13,-78.54,-7.7
0.47,-1.82,-1.72,119.42,-52.85,-89.18
0.05,-1.47,-1.04,-49.91,28.28,-110.46
-0.54,-1.57,0.08,-102.27,97.23,-81.27
-1.37,-1.34,0.01,-69.09,127.54,-60.97
-1.82,-0.8,-0.11,-7.21,111.72,-55.3
-2.02,-0.28,-0.25,34.23,50.68,-57.89
-1.64,0.14,-0.23,51.94,15.75,-50.82
-1.32,0.33,-0.29,59.71,6.02,-40.95
-1.1,0.44,-0.31,50.82,3.78,-39.41
-0.86,0.47,-0.31,30.52,6.51,-47.95
-0.65,0.29,-0.31,10.29,13.58,-56
-0.56,0.09,-0.31,-4.76,15.68,-60.27
-0.53,-0.07,-0.33,-17.57,14.91,-66.08
-0.56,-0.17,-0.31,-25.83,17.57,-70.35
-0.66,-0.21,-0.3,-29.33,21.07,-69.58
-0.77,-0.21,-0.29,-26.6,21.91,-66.92
-0.89,-0.18,-0.29,-21.21,21.77,-62.86
-0.97,-0.14,-0.27,-16.45,18.41,-58.31
-1.01,-0.09,-0.22,-14.56,12.95,-53.34
-1.01,-0.01,-0.17,-15.19,8.68,-48.51
-0.98,0.07,-0.12,-17.08,4.41,-41.65
-0.93,0.18,-0.07,-20.3,-1.75,-36.33
-0.88,0.26,-0.02,-24.08,-5.11,-28.56
-0.86,0.33,0.02,-26.11,-9.59,-16.8
-0.89,0.37,0.06,-24.92,-11.48,-6.09
-0.94,0.41,0.05,-23.8,-13.93,4.83
-0.97,0.4,0,-24.43,-18.13,14.91
-0.97,0.36,-0.1,-27.02,-25.55,22.82
-0.93,0.28,-0.16,-32.2,-31.57,28.56
-0.89,0.13,-0.15,-35.77,-34.09,28.84
-0.8,0.01,-0.08,-30.52,-37.17,27.51
-0.66,-0.07,-0.12,-24.64,-44.38,24.08
-0.52,-0.09,-0.2,-29.61,-53.41,14.77
-0.41,-0.19,-0.22,-36.89,-54.95,8.19
-0.38,-0.25,-0.15,-38.85,-41.16,6.51
-0.46,-0.25,-0.01,-36.68,-22.82,12.88
-0.58,-0.23,-0.03,-32.34,-12.74,30.1
-0.69,-0.18,-0.07,-23.03,-14.77,45.71
-0.76,-0.08,-0.07,-14.07,-16.59,56.56
-0.77,-0.01,-0.12,-10.78,-20.72,58.59
-0.72,-0.05,-0.35,-14.77,-36.33,48.58
-0.64,-0.2,-0.48,-15.61,-47.25,35.91
-0.68,-0.26,-0.38,-10.22,-40.25,24.64
-0.77,-0.24,-0.4,-6.09,-23.24,18.34
-0.93,-0.19,-0.3,-5.18,-9.59,14.14
-1.1,-0.02,-0.24,-7,-7.91,10.71
-1.21,0.09,-0.17,-10.43,-10.36,7.77
-1.23,0.32,-0.23,-21.91,-13.3,6.93
-1.34,0.54,-0.45,-42.28,-24.99,11.97
-1.59,0.61,-0.67,-49.42,-41.93,25.55
-1.86,0.65,-0.65,-58.52,-52.64,38.57
-1.99,0.52,-0.6,-60.9,-64.05,52.78
-2.01,0.36,-0.46,-51.17,-71.19,61.74
-1.9,0.1,-0.54,-43.05,-79.17,72.94
-1.86,-0.11,-0.62,-38.15,-80.22,85.54
-1.93,-0.31,-0.7,-32.97,-85.05,94.22
-1.87,-0.34,-0.71,-40.32,-75.25,92.26
-1.76,-0.46,-0.64,-48.65,-60.2,93.03
-1.59,-0.61,-0.46,-39.55,-47.81,96.53
-1.4,-0.48,-0.25,-30.59,-42.84,89.6
-1.2,-0.31,-0.16,-27.23,-38.64,77.42
-0.95,-0.19,-0.17,-25.27,-35.91,65.1
-0.81,-0.13,-0.21,-26.6,-35.14,49.98
-0.75,-0.18,-0.18,-25.27,-38.5,38.29
-0.68,-0.27,-0.14,-22.19,-34.58,27.86
-0.66,-0.33,-0.07,-17.36,-28.49,21.28
-0.7,-0.35,-0.01,-11.62,-22.96,18.48
-0.73,-0.32,0,-7,-13.79,20.16
-0.76,-0.26,-0.04,-6.02,-0.63,22.47
-0.8,-0.23,-0.1,-7,3.57,23.38
-0.8,-0.18,-0.13,-8.33,3.78,20.44
-0.77,-0.16,-0.11,-7.84,3.57,14
-0.73,-0.15,-0.08,-7,3.71,6.58
-0.68,-0.16,-0.06,-5.18,5.11,-1.26
-0.63,-0.2,-0.04,-2.31,7.14,-5.6
-0.58,-0.23,-0.02,1.12,10.57,-9.31
-0.53,-0.25,0,6.65,14.42,-11.83
-0.49,-0.25,-0.01,10.43,18.48,-14.35
-0.46,-0.25,-0.02,12.74,22.54,-16.87
-0.45,-0.24,-0.05,14.84,28.98,-21.7
-0.45,-0.23,-0.1,19.74,32.83,-25.34
-0.45,-0.22,-0.14,24.92,35.77,-28.49
-0.46,-0.2,-0.19,31.43,39.55,-30.66
-0.49,-0.15,-0.2,37.59,42.49,-31.01
-0.54,-0.12,-0.2,45.78,44.8,-31.99
-0.73,-0.11,-0.19,54.46,45.78,-33.88
-0.7,-0.1,-0.18,62.3,46.83,-37.1
-0.74,-0.07,-0.18,71.89,48.58,-38.99
-0.79,0,-0.2,77.84,47.46,-42.56
-0.79,0.1,-0.21,78.05,44.45,-46.27
-0.76,0.18,-0.22,72.52,44.59,-49.98
-0.75,0.28,-0.19,60.13,46.2,-50.05
-0.77,0.39,-0.14,43.61,46.06,-49.56
-0.8,0.48,-0.08,33.04,40.32,-43.61
-0.84,0.55,-0.06,23.66,34.44,-37.59
-0.85,0.65,-0.04,9.59,28.49,-33.18
-0.9,0.66,-0.02,4.83,19.04,-33.67
-0.91,0.54,-0.02,7.21,4.55,-42.28
-0.84,0.45,-0.03,9.94,-4.97,-52.92
-0.91,0.37,0.04,17.57,-15.82,-60.41
-1,0.34,0.07,21.98,-23.17,-61.95
-1.1,0.32,0.03,14.28,-26.32,-60.27
-1.12,0.3,-0.03,-17.78,-24.99,-57.75
-1.07,0.2,0.04,-36.68,-13.02,-53.06
-1.06,0.1,0.14,-43.75,7.49,-44.73
-1.05,-0.01,0.26,-35.35,25.06,-27.86
-1.03,-0.12,0.29,-27.09,31.22,-11.69
-0.9,-0.36,0.13,-16.87,24.01,1.68
-0.8,-0.5,-0.06,16.38,20.37,14.07
-1.02,-0.34,-0.18,11.06,22.61,27.09
-1.47,-0.28,-0.32,15.96,31.85,40.04
-1.94,-0.23,-0.32,44.59,44.87,41.51
-2.3,-0.1,-0.51,77.56,60.2,30.17
-2.35,0.06,-0.65,86.52,29.19,27.37
-1.66,0.33,-0.57,51.87,-1.19,38.92
-1.03,0.1,-0.26,-2.66,7.84,59.08
-1.73,0.1,-0.31,-4.83,20.51,71.96
-2.47,0.38,-0.36,12.25,18.13,78.47
-2.72,1.13,-0.13,28.42,1.47,79.87
-2.27,0.95,0.15,21.42,-49.49,65.1
-1.09,0.06,-0.19,-26.11,-83.09,42.77
-0.58,-0.51,-1.26,8.75,-78.4,24.92
0.07,-0.94,-1.69,78.47,-70.98,1.19
0.26,-1.29,-1.82,91.98,-48.44,-73.71
-0.12,-1.16,-1.63,4.13,23.8,-90.72
-0.48,-1,-0.34,-71.75,57.75,-67.2
-1.2,-0.89,-0.06,-53.62,78.4,-51.1
-1.63,-0.55,0.06,-18.69,77.56,-50.54
-1.77,-0.22,-0.17,18.83,43.54,-50.96
-1.46,0.06,-0.35,44.52,8.12,-43.75
-1.08,0.18,-0.5,42,2.24,-40.46
-0.84,0.18,-0.45,28.63,8.68,-41.02
-0.79,0.14,-0.38,14.35,9.38,-45.29
-0.7,0.04,-0.31,5.39,18.83,-47.53
-0.78,-0.04,-0.25,0.42,23.59,-49.56
-0.86,-0.1,-0.22,0.49,24.92,-51.17
-0.92,-0.13,-0.22,0.91,26.67,-49.63
-0.96,-0.18,-0.22,1.33,24.92,-47.04
-0.98,-0.2,-0.2,4.76,22.26,-43.82
-0.97,-0.19,-0.21,8.96,20.16,-41.3
-0.95,-0.16,-0.23,12.25,17.01,-39.34
-0.93,-0.12,-0.23,12.18,12.53,-38.57
-0.92,-0.03,-0.21,10.43,9.52,-37.59
-0.91,0.04,-0.21,7.56,7.49,-37.03
-0.91,0.1,-0.22,4.2,5.04,-35.77
-0.9,0.14,-0.23,-17.43,3.08,-34.09
-0.9,0.17,-0.23,-6.16,1.12,-32.06
-0.92,0.2,-0.19,-10.99,-1.12,-28.56
-0.92,0.23,-0.13,-15.05,-3.22,-23.24
-0.92,0.25,-0.05,-17.78,-5.53,-14.28
-0.93,0.24,0.02,-18.69,-8.19,-7
-0.97,0.21,0.03,-17.92,-13.79,-0.56
-0.99,0.18,0.01,-16.03,-18.48,4.13
-0.98,0.14,-0.03,-14.21,-24.22,6.86
-0.93,0.11,-0.12,-16.24,-29.33,6.86
-0.84,0.07,-0.2,-19.25,-32.2,3.64
-0.78,0.02,-0.26,-21.42,-32.55,-0.84
-0.73,0.02,-0.26,-22.68,-31.71,-4.27
-0.69,0.04,-0.19,-24.71,-27.79,-3.99
-0.69,0.08,-0.04,-30.1,-19.67,0
-0.71,0.08,0.05,-30.03,-18.13,6.02
-0.71,0.07,0.03,-28.7,-25.34,12.25
-0.7,0.06,0.05,-25.76,-27.51,18.34
-0.7,0.01,0.02,-20.58,-31.15,23.24
-0.67,-0.1,-0.12,-11.97,-45.01,27.72
-0.6,-0.16,-0.19,-3.57,-49.35,30.1
-0.57,-0.18,-0.21,3.78,-39.41,30.03
-0.54,-0.18,-0.33,5.6,-32.13,30.38
-0.51,-0.24,-0.38,9.8,-23.73,33.39
-0.58,-0.14,-0.41,4.97,-19.95,36.26
-0.6,-0.14,-0.36,0.91,-16.73,37.94
-0.72,-0.09,-0.29,1.19,-9.52,41.3
-0.84,0.02,-0.29,1.4,-3.78,41.65
-0.97,0.11,-0.3,0.63,-3.78,40.39
